	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
1442	Investigation of static zones and wall slip through sequential ram extrusion of contrasting micro-crystalline cellulose-based pastes	oai:dspace-production:1810/245670	M. P. Bryan, S. L. Rough and D. I. Wilson	No	2016-05-18T11:30:26Z	10.1016/j.jnnfm.2014.08.007	107232260	758C8ABA	42	1	2015
1443	Killing without collateral damage: New hope for sepsis therapy	oai:dspace-production:1810/245691	Alastair G. Proudfoot and Charlotte Summers	No	2016-05-18T11:30:27Z	10.1038/icb.2014.73	121491375	7AE8AE44	8	0	2014
1444	Nanopores formed by DNA origami: a review	oai:dspace-production:1810/247169	Nicholas A. W. Bell and Ulrich F. Keyser	No	2016-05-18T11:30:44Z	10.1016/j.febslet.2014.06.013	108505255	7B8583A9	65	7	2014
1445	Combined image and genomic analysis of high-grade serous ovarian cancer reveals PTEN loss as a common driver event and prognostic classifier	oai:dspace-production:1810/247033	Filipe C. Martins, Ines de Santiago, Anne Trinh, Jian Xian, Anne Guo, Karen Sayal, Mercedes Jimenez-Linan, Suha Deen, Kristy Driver, Marie Mack, Jennifer Aslop, Paul D. P. Pharoah, Florian Markowetz and James D. Brenton	No	2016-05-18T11:30:43Z	10.1186/s13059-014-0526-8	3361570	8077E4E2	39	8	2014
1446	Maternal Diet-induced Obesity Programs Cardiovascular Dysfunction in Adult Male Mouse Offspring Independent of Current Body Weight	oai:dspace-production:1810/247084	Heather L. Blackmore, Youguo Niu, Denise S. Fernandez-Twinn, Jane L. Tarry-Adkins, Dino A. Giussani and Susan E. Ozanne	No	2016-05-18T11:30:43Z	10.1210/en.2014-1383	113886325	7D2C90E9	12	8	2014
1447	Wave propagation and thermodynamic losses in packed-bed thermal reservoirs for energy storage	oai:dspace-production:1810/247177	Alexander White, Joshua McTigue and Christos Markides	No	2016-05-18T11:30:44Z	10.1016/j.apenergy.2014.02.071	17218289	7BCF24FE	6	6	2014
1448	Extracting High Temperature Event radiance from satellite images and correcting for saturation using Independent Component Analysis	oai:dspace-production:1810/246601	Talfan Barnie and Clive Oppenheimer	No	2016-05-18T11:30:37Z	10.1016/j.rse.2014.10.023	114929993	768B2829	51	1	2015
1449	PI(5)P Regulates Autophagosome Biogenesis	oai:dspace-production:1810/246804	Mariella Vicinanza, Viktor I. Korolchuk, Avraham Ashkenazi, Claudia Puri, Fiona M. Menzies, Jonathan H. Clarke and David C. Rubinsztein	No	2016-05-18T11:30:38Z	10.1016/j.molcel.2014.12.007	15900476	78D8CF98	60	6	2015
1450	Reinventing the Legend of King Roderick: Gertrudis G?mez de Avellaneda?s Egilona	oai:dspace-production:1810/246587	Elizabeth Drayson	No	2016-05-18T11:30:37Z	10.1179/0263990414Z.00000000078	3076848	76F10539	0	0	2014
1451	Secondary instability and tertiary states in rotating plane Couette flow	oai:dspace-production:1810/246515	C. A. Daly, Tobias M. Schneider, Philipp Schlatter and N. Peake	No	2016-05-18T11:30:36Z	10.1017/jfm.2014.609	12335151	7E28A82C	46	1	2014
1452	Fruit and vegetable consumption in the former Soviet Union: the role of individual and community-level factors	oai:dspace-production:1810/247285	Yevgeniy Goryakin, Lorenzo Rocco, Marc Suhrcke, Bayard Roberts and Martin McKee	No	2016-05-18T11:30:44Z	10.1017/S1368980015000105	108143583	810F35C4	37	1	2015
1453	The Persistence of a Stigmatized Practice: A Study of Competitive Intelligence	oai:dspace-production:1810/247456	Patrick Reinmoeller and Shahzad (Shaz) Ansari	No	2016-05-18T11:30:46Z	10.1111/1467-8551.12106	96539700	7FF01C9A	0	0	2015
1454	IL-21 production by CD4+ effector T cells and frequency of circulating follicular helper T cells are increased in type 1 diabetes patients	oai:dspace-production:1810/247400	Ricardo C. Ferreira, Henry Z. Simons, Whitney S. Thompson, Antony J. Cutler, Xaquin Castro Dopico, Deborah J. Smyth, Meghavi Mashar, Helen Schuilenburg, Neil M. Walker, David B. Dunger, Chris Wallace, John A. Todd, Linda S. Wicker and Marcin L. Pekalski	No	2016-05-18T11:30:45Z	10.1007/s00125-015-3509-8	108388787	7F242B2B	33	2	2015
1455	On the manipulation of ferroelectric and ferroelastic domains at the nanoscale	oai:dspace-production:1810/247407	Colm Durkan, Jose Angel Garcia-Melendrez and Long Ding	No	2016-05-18T11:30:45Z	10.1007/s11664-015-3674-z	102033081	792FA329	33	0	2015
1456	Perspective: Maintaining surface-phase purity is key to efficient open air fabricated cuprous oxide solar cells	oai:dspace-production:1810/247533	Robert L. Z. Hoye, Riley E. Brandt, Yulia Ievskaya, Shane Heffernan, Kevin P. Musselman, Tonio Buonassisi and Judith L. MacManus-Driscoll	No	2016-05-18T11:30:49Z	10.1063/1.4913442	25690924	85D7E66B	0	0	2015
1457	Perspective: Maintaining surface-phase purity is key to efficient open air fabricated cuprous oxide solar cells	oai:dspace-production:1810/247533	Robert L. Z. Hoye, Riley E. Brandt, Yulia Ievskaya, Shane Heffernan, Kevin P. Musselman, Tonio Buonassisi and Judith L. MacManus-Driscoll	No	2016-05-18T11:30:49Z	10.1063/1.4913442	100783213	7C6DF19B	10	3	2015
1458	Tertiary siRNAs mediate paramutation in C. elegans	oai:dspace-production:1810/248016	Alexandra Sapetschnig, Peter Sarkies, Nicolas J. Lehrbach and Eric A. Miska	No	2016-05-18T11:30:53Z	10.1371/journal.pgen.1005078	126088755	7A33D05E	0	4	2015
1459	Supermarket choice, shopping behavior, socioeconomic status and food purchases	oai:dspace-production:1810/248023	Rachel Pechey and Pablo Monsivais	No	2016-05-18T11:30:53Z	10.1016/j.amepre.2015.04.020	97702906	3229DF4D	30	0	2015
1460	An Ex-Vivo Model using Human Osteoarthritic Cartilage Demonstrates the Release of Bioactive Insulin-like growth factor- 1 from a Collagen-Glycosaminoglycan Scaffold.	oai:dspace-production:1810/248101	J. Wardale, L. Mullen, D. Howard, S. Ghose and N. Rushton	No	2016-05-18T11:30:53Z	10.1002/cbf.3112	91867136	74C83D7E	0	1	2015
1461	The weight of truth: Lessons for minimalists from Russell's Gray's Elegy argument	oai:dspace-production:1810/247960	Tim Button	No	2016-05-18T11:30:52Z	10.1111/j.1467-9264.2014.00373.x	98382059	787889FA	4	0	2014
1462	Two-stage directed self-assembly of a cyclic [3]catenane	oai:dspace-production:1810/247840	Christopher S. Wood, Tanya K. Ronson, Ana M. Belenguer, Julian J. Holstein and Jonathan R. Nitschke	No	2016-05-18T11:30:52Z	10.1038/nchem.2205	115415286	79AEFA5E	35	0	2015
1463	The optimal thermo-optical properties and energy saving potential of adaptive glazing technologies	oai:dspace-production:1810/248534	Fabio Favoino, Mauro Overend and Qian Jin	No	2016-05-18T11:31:05Z	10.1016/j.apenergy.2015.05.065	17218160	70DED66C	29	1	2015
1464	European Union Data Protection Law and Media Expression: Fundamentally Off Balance	oai:dspace-production:1810/248496	David O. Erdos	No	2016-05-18T11:31:04Z	10.1017/S0020589315000512	14520622	21DE93BE	0	0	2015
1465	2H and 27Al Solid-State NMR Study of the Local Environments in Aldoped 2-Line Ferrihydrite, Goethite, and Lepidocrocite	oai:dspace-production:1810/248491	Jongsik Kim, Andrew J. Ilott, Derek S. Middlemiss, Natasha A. Chernova, Nathan Pinney, Dane Morgan and Clare P. Grey	No	2016-05-18T11:31:04Z	10.1021/acs.chemmater.5b00856	32370997	473FE35C	0	0	2015
1466	The nutritional content and cost of supermarket ready-meals: cross-sectional analysis	oai:dspace-production:1810/248371	Jennifer Remnant and Jean Adams	No	2016-05-18T11:31:03Z	10.1016/j.appet.2015.04.069	98079223	6DC38FC7	19	0	2015
1467	Stakeholder involvement in software system development ? Insights into the influence of product-service ratio	oai:dspace-production:1810/248554	Man Hang Yip and Tomi Juhola	No	2016-05-18T11:31:05Z	10.1016/j.techsoc.2015.05.006	8842237	25522F3C	28	0	2015
1468	"Research data supporting ""Photocatalytic Formic Acid Conversion on CdS Nanocrystals with Controllable Selectivity for H2 or CO"""	oai:dspace-production:1810/248441	Moritz F. Kuehnel, David W. Wakerley, Katherine L. Orchard and Erwin Reisner	No	2016-05-18T11:31:03Z	10.1002/anie.201502773	101490190	81386F50	0	0	2015
1469	In vitro osteoclast formation and resorption of silicon-substituted hydroxyapatite ceramics	oai:dspace-production:1810/248428	Robert J. Friederichs, Roger A. Brooks, Masato Ueda and Serena M. Best	No	2016-05-18T11:31:03Z	10.1002/jbm.a.35470	123665142	73ADAEC1	0	1	2015
1470	Research questions should drive edge definitions in social network studies	oai:dspace-production:1810/248378	Alecia J. Carter, Alexander E. G. Lee and Harry H. Marshall	No	2016-05-18T11:31:03Z	10.1016/j.anbehav.2015.03.020	15287504	7A297A9A	14	0	2015
1471	Structural constraints on the evolution of the collagen fibril: convergence on a 1014-residue COL domain	oai:dspace-production:1810/248238	David Anthony Slatter and Richard William Farndale	No	2016-05-18T11:31:02Z	10.1098/rsob.140220	97111531	81862EBF	32	0	2015
1472	Interannual variability of the onset of the South China Sea summer monsoon	oai:dspace-production:1810/248244	Ming Luo, Yee Leung, Hans-F. Graf, Michael Herzog and Wei Zhang	No	2016-05-18T11:31:02Z	10.1002/joc.4364	109985214	7E1CF3C6	0	0	2015
1473	Lateralization of behavior in dairy cows in response to conspecifics and novel persons	oai:dspace-production:1810/247470	C. J. C. Phillips, H. Oevermans, K. L. Syrett, A. Y. Jespersen and G. P. Pearce	No	2016-05-18T11:30:46Z	10.3168/jds.2014-8648	4043620	7789A4D2	37	0	2015
1474	Segregation of alloying elements to intrinsic and extrinsic stacking faults in ??-? Ni3Al via first principles calculations	oai:dspace-production:1810/247623	N. C. Eurich and P. D. Bristowe	No	2016-05-18T11:30:50Z	10.1016/j.scriptamat.2015.02.020	4812083	76418512	3	0	2015
1475	Potential of human Induced Pluripotent Stem Cells in studies of liver disease	oai:dspace-production:1810/247480	Fotios Sampaziotis, Charis-Patricia Segeritz and Ludovic Vallier	No	2016-05-18T11:30:46Z	10.1002/hep.27651	119464767	70042FB2	0	0	2015
1476	Electronic Structure of Low-Temperature Solution-Processed Amorphous Metal Oxide Semiconductors for Thin-Film Transistor Applications	oai:dspace-production:1810/247541	Josephine Socratous, Kulbinder K. Banger, Yana Vaynzof, Aditya Sadhanala, Adam D. Brown, Alessandro Sepe, Ullrich Steiner and Henning Sirringhaus	No	2016-05-18T11:30:49Z	10.1002/adfm.201404375	95644493	79A3544F	25	1	2015
1477	Draft Genome Sequence of a Ristocetin Producer Strain, Amycolatopsis subspecies MJM2582, isolated in South Korea	oai:dspace-production:1810/247310	Min Jung Kwun, Jinhua Cheng, Seung Hwan Yang, Dong-Ryung Lee, Joo-Won Suh and Hee-Jeon Hong	No	2016-05-18T11:30:45Z	10.1128/genomeA.01091-14	90082923	814773F8	5	0	2014
1478	Inhibition of KCa3.1 by depolarisation and 2-aminoethoxydiphenyl borate (2-APB) during Ca2+ release activated Ca2+ (CRAC) entry in human erythroleukemia (HEL) cells: Implications for the interpretation of 2-APB inhibition of CRAC entry	oai:dspace-production:1810/246999	Robert Littlechild, Nathalie Zaidman, Darren Khodaverdi and Michael James Mason	No	2016-05-18T11:30:43Z	10.1016/j.ceca.2014.12.009	16614708	7AD24026	45	0	2015
1479	Determination of the shear and extensional rheology of bubbly liquids with a shear-thinning continuous phase	oai:dspace-production:1810/246963	M.D. Torres, B. Hallmark and D.I. Wilson	No	2016-05-18T11:30:42Z	10.1007/s00397-014-0832-9	103632392	7B860D1F	53	0	2015
1480	The genetics of lipid storage and human lipodystrophies	oai:dspace-production:1810/248156	Ann L. Robbins and David B. Savage	No	2016-05-18T11:31:01Z	10.1016/j.molmed.2015.04.004	115428893	7D8C031F	79	0	2015
1481	Finite element analysis of floatation of rectangular tunnels following earthquake induced liquefaction	oai:dspace-production:1810/247005	S. S. C. Madabhushi and S. P. G. Madabhushi	No	2016-05-18T11:30:43Z	10.1007/s40098-014-0133-3	87243193	7C72F4C8	22	0	2014
1482	A glycolytic phenotype is associated with prostate cancer progression and aggressiveness: A role for Monocarboxylate Transporters as metabolic targets for therapy	oai:dspace-production:1810/248163	Nelma Pertega-Gomes, Sergio Felisbino, Charlie E. Massie, Jose R. Vizcaino, Ricardo Coelho, Chiranjeevi Sandi, Susana Sous, Sarah Jurmeister, Antonio Ramos-Montoya, Mohammad Asim, Maxime Tran, Elsa Oliveira, Alexandre Lobo da Cunha, Valdemar Maximo, Fatima Baltazar, David E. Neal and Lee G. D. Fryer	No	2016-05-18T11:31:01Z	10.1002/path.4547	14338124	5A8AF5DD	0	0	2015
1483	Kadupul: Livin' on the Edge with Virtual Currencies and Time-Locked Puzzles	oai:dspace-production:1810/248044	Magnus Skjegstad, Anil Madhavapeddy and Jon Crowcroft	No	2016-05-18T11:30:53Z	10.1145/2753488.2753492	22505511	7CC56BD3	6	1	2015
1484	Serum microRNA screening for DICER1-associated pleuropulmonary blastoma	oai:dspace-production:1810/248087	Shivani Bailey, Katie L. Raby, Nicholas Coleman and Matthew J. Murray	No	2016-05-18T11:30:53Z	10.1002/pbc.25209	1963961	59F33D27	0	0	2014
1485	The role of agri-environment schemes in conservation and environmental management	oai:dspace-production:1810/247706	L.V. Dicks	No	2016-05-18T11:30:51Z	10.1111/cobi.12536	124988530	5F047AD4	0	3	2015
1486	Labour should be induced at term: FOR: The balance of risks versus benefits favours offering term induction to all women	oai:dspace-production:1810/247715	Gordon Smith	No	2016-05-18T11:30:51Z	10.1111/1471-0528.13399	16239700	80602BFF	0	1	2015
1487	The role of the amygdala during emotional processing in Huntington's disease: From pre-manifest to late stage disease	oai:dspace-production:1810/247638	Sarah L. Mason, Jiaxiang Zhang, Faye Begeti, Natalie Valle Guzman, Alpar S. Lazar, James B. Rowe, Roger A. Barker and Adam Hampshire	No	2016-05-18T11:30:50Z	10.1016/j.neuropsychologia.2015.02.017	109908280	77A1C70A	66	2	2015
1488	Schools and learning in rural India and Pakistan: who goes where, and how much are they learning?	oai:dspace-production:1810/247631	Benjamin Alcott and Pauline Rose	No	2016-05-18T11:30:50Z	10.1007/s11125-015-9350-5	9170603	2183C92D	28	1	2015
1489	Mechanisms of gain control by voltage-gated channels in intrinsically-firing neurons	oai:dspace-production:1810/247751	Ameera X. Patel and Denis Burdakov	No	2016-05-18T11:30:51Z	10.1371/journal.pone.0115431	124481463	7CB640F4	46	0	2015
1490	Potential Benefits of Cattle Vaccination as a Supplementary Control for Bovine Tuberculosis	oai:dspace-production:1810/247758	Andrew J. K. Conlan, Ellen Brooks Pollock, Trevelyan J. McKinley, Andrew P. Mitchell, Gareth J. Jones, Martin Vordermeier and James L. N. Wood	No	2016-05-18T11:30:51Z	10.1371/journal.pcbi.1004038	17264376	7F62E6E6	30	1	2015
1491	Potential Benefits of Cattle Vaccination as a Supplementary Control for Bovine Tuberculosis	oai:dspace-production:1810/247758	Andrew J. K. Conlan, Ellen Brooks Pollock, Trevelyan J. McKinley, Andrew P. Mitchell, Gareth J. Jones, Martin Vordermeier and James L. N. Wood	No	2016-05-18T11:30:51Z	10.1371/journal.pcbi.1004038	53669792	83303C99	0	0	2015
1492	Objectively measured sedentary time, physical activity and kidney function in people with recently diagnosed Type 2 diabetes: a prospective cohort analysis	oai:dspace-production:1810/248636	V. Y. W. Guo, S?ren Brage, U. Ekelund, S. J. Griffin and R. K. Simmons	No	2016-05-18T11:31:05Z	10.1111/dme.12886	109517268	7E318DD4	0	0	2015
1493	Local food environment interventions to improve healthy food choice in adults: a systematic review and realist synthesis protocol	oai:dspace-production:1810/247684	Tarra L. Penney, Helen Elizabeth Brown, Eva R. Maguire, Isla Kuhn and Pablo Monsivais	No	2016-05-18T11:30:50Z	10.1136/bmjopen-2014-007161	114956618	58AE8F38	35	0	2015
1494	Dating the Dead: New Radiocarbon Dates from the Lower Ica Valley, South Coast Peru	oai:dspace-production:1810/247692	Lauren Cadwallader, Susana Arce Torres, Tamsin C. O'Connell, Alexander G. Pullen and David G. Beresford-Jones	No	2016-05-18T11:30:50Z	10.2458/azu_rc.57.18343	97907850	80D6A5D8	0	0	2015
1495	Eating and drinking interventions for people at risk of lacking decision-making capacity: Who decides and how?	oai:dspace-production:1810/248569	G. Clarke, Sarah Galbraith, Jeremy Woodward, Anthony Holland and Stephen Barclay	No	2016-05-18T11:31:05Z	10.1186/s12910-015-0034-8	103802368	5CB01241	26	1	2015
1496	Genome-scale definition of the transcriptional programme associated with compromised PU.1 activity in Acute Myeloid Leukaemia	oai:dspace-production:1810/248682	Jonathan I. Sive, Silvia Basilico, Rebecca Hannah, Sarah J. Kinston, Fernando J. Calero-Nieto and Berthold G?ttgens	No	2016-05-18T11:31:06Z	10.1038/leu.2015.172	99652588	5942DFFE	24	0	2015
1497	On the entropic stabilisation of an Al0.5CrFeCoNiCu high entropy alloy	oai:dspace-production:1810/245428	N. G. Jones, J. W. Aveson, A. Bhowmik, B. D. Conduit and H. J. Stone	No	2016-05-18T11:30:25Z	10.1016/j.intermet.2014.06.004	8647840	793D48E0	28	7	2014
1498	Dietary Intakes of Individual Flavanols and Flavonols Are Inversely Associated with Incident Type 2 Diabetes in European Populations	oai:dspace-production:1810/245434	Raul Zamora-Ros, Nita G. Forouhi, Stephen J. Sharp, Carlos A. Gonzalez, Brian Buijsse, Marcela Guevara, Yvonne T. van der Schouw, Pilar Amiano, Heiner Boeing, Lea Bredsdorff, Guy Fagherazzi, Edith J. Feskens, Paul W. Franks, Sara Grioni, Verena Katzke, Timothy J. Key, Kay-Tee Khaw, Tilman K?hn, Giovanna Masala, Amalia Mattiello, Esther Molina-Montes, Peter M. Nilsson, Kim Overvad, Florence Perquier, M. Luisa Redondo, Fulvio Ricceri, Olov Rolandsson, Isabelle Romieu, Nina Roswall, Augustin Scalbert, Matthias Schulze, Nadia Slimani, Annemieke M. W. Spijkerman, Anne Tjonneland, Maria Jose Tormo, Marina Touillaud, Rosario Tumino, Daphne L. van der A, Geertruida J. van Woudenbergh, Claudia Langenberg, Elio Riboli and Nicholas J. Wareham	No	2016-05-18T11:30:25Z	10.3945/jn.113.184945	110292056	7DE49A3F	34	10	2014
1499	Identification of platelet function defects  by multiparameter assessment of thrombus formation	oai:dspace-production:1810/245445	Susanne M. de Witt, Frauke Swieringa, Rachel Cavill, Moniek M. E. Lamers, Roger van Kruchten, Tom Mastenbroek, Constance Baaten, Susan Coort, Nicholas Pugh, Ansgar Schulz, Inge Scharrer, Kerstin Jurk, Barbara Zieger, Kenneth J. Clemetson, Richard W. Farndale, Johan W. M. Heemskerk and Judith M. E. M. Cosemans	No	2016-05-18T11:30:25Z	10.1038/ncomms5257	105397744	79B30BCF	45	7	2014
1500	High Photoluminescence E?ciency and Optically Pumped Lasing in Solution-Processed Mixed Halide Perovskite Semiconductors	oai:dspace-production:1810/245468	Felix Deschler, Michael Price, Sandeep Pathak, Lina E. Klintberg, David-Dominik Jarausch, Ruben Higler, Sven Hu?ttner, Tomas Leijtens, Samuel D. Stranks, Henry J. Snaith, Mete Atatu?re, Richard T. Phillips and Richard H. Friend	No	2016-05-18T11:30:25Z	10.1021/jz5005285	16690472	7AE7A85C	19	27	2014
1501	Brain glucose sensing, glucokinase and neural control of metabolism and islet function	oai:dspace-production:1810/246306	E. O. Ogunnowo-Bada, N. Heeley, L. Brochard and M. L. Evans	No	2016-05-18T11:30:35Z	10.1111/dom.12334	121646730	7855DDC8	46	1	2014
